dialogue_id,condition,pairing,pairing_type,model,agent_role,turn_number,gamma_norm,gamma_vector,hedge_density,position_depth,self_reference_depth,hypothesis_diversity,revision_genuineness,structural_direction,sync_value,judge_divergence
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,1,0.842,"[0.26, 0.625, 0.5]",0.269,4.0,1.0,4.0,0.0,0.0,0.911,1.4434
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,2,0.99,"[0.527, 0.375, 0.75]",0.323,4.0,1.0,4.0,2.0,2.0,0.683,0.8944
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,3,0.666,"[0.541, 0.375, 0.1]",0.241,4.0,1.0,4.0,4.0,5.0,0.886,1.5166
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,4,0.634,"[0.552, 0.188, 0.25]",0.345,4.0,4.0,4.0,4.0,4.0,0.95,0.2738
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,5,0.895,"[0.532, 0.562, 0.45]",0.281,4.0,1.0,4.0,2.0,4.0,0.608,1.2548
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,6,0.785,"[0.523, 0.375, 0.45]",0.235,4.0,1.0,4.0,2.0,4.0,0.993,1.3779
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,7,0.852,"[0.523, 0.5, 0.45]",0.188,4.0,1.0,3.0,2.0,4.0,0.604,1.0054
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,gpt4o,A,8,0.93,"[0.522, 0.625, 0.45]",0.233,4.0,1.0,2.0,2.0,4.0,0.532,0.8944
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,1,0.753,"[0.259, 0.5, 0.5]",0.267,4.0,2.0,4.0,0.0,0.0,0.911,1.4434
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,2,0.673,"[0.541, 0.312, 0.25]",0.184,4.0,3.0,4.0,4.0,4.0,0.683,0.8944
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,3,0.552,"[0.15, 0.438, 0.3]",0.333,5.0,2.0,4.0,2.0,5.0,0.886,1.5166
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,4,0.584,"[0.562, 0.125, 0.1]",0.457,5.0,4.0,5.0,4.0,5.0,0.95,0.2738
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,5,0.503,"[0.15, 0.375, 0.3]",0.289,4.0,4.0,4.0,2.0,5.0,0.608,1.2548
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,6,0.792,"[0.536, 0.5, 0.3]",0.361,4.0,2.0,4.0,2.0,5.0,0.993,1.3779
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,7,0.456,"[0.15, 0.25, 0.35]",0.244,5.0,4.0,4.0,3.0,4.0,0.604,1.0054
C_gpt4o_claude_T4_rep01,C,gpt4o_claude,heterogeneous,claude,B,8,0.462,"[0.1, 0.375, 0.25]",0.294,3.0,4.0,4.0,4.0,4.0,0.532,0.8944
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,1,0.847,"[0.278, 0.625, 0.5]",0.306,4.0,1.0,4.0,0.0,0.0,0.899,1.4434
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,2,0.69,"[0.15, 0.625, 0.25]",0.194,3.0,1.0,2.0,4.0,4.0,0.976,0.6519
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,3,0.749,"[0.51, 0.375, 0.4]",0.214,3.0,1.0,4.0,4.0,3.0,0.635,0.8862
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,4,0.475,"[0.15, 0.375, 0.25]",0.3,4.0,1.0,4.0,4.0,4.0,0.719,1.0243
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,5,0.594,"[0.1, 0.375, 0.45]",0.179,2.0,1.0,4.0,2.0,4.0,0.981,0.9446
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,6,0.479,"[0.1, 0.312, 0.35]",0.2,4.0,2.0,4.0,3.0,4.0,0.793,0.6708
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,7,0.756,"[0.563, 0.438, 0.25]",0.074,4.0,1.0,4.0,4.0,4.0,0.816,0.9446
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,gpt4o,A,8,0.715,"[0.555, 0.375, 0.25]",0.185,4.0,1.0,4.0,4.0,4.0,0.988,0.8944
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,1,0.746,"[0.238, 0.5, 0.5]",0.227,4.0,2.0,4.0,0.0,0.0,0.899,1.4434
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,2,0.714,"[0.62, 0.25, 0.25]",0.467,4.0,4.0,4.0,4.0,4.0,0.976,0.6519
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,3,0.384,"[0.15, 0.25, 0.25]",0.353,5.0,4.0,5.0,4.0,4.0,0.635,0.8862
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,4,0.756,"[0.555, 0.375, 0.35]",0.242,5.0,4.0,4.0,3.0,4.0,0.719,1.0243
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,5,0.575,"[0.508, 0.25, 0.1]",0.257,5.0,4.0,5.0,4.0,5.0,0.981,0.9446
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,6,0.686,"[0.517, 0.375, 0.25]",0.222,5.0,4.0,4.0,4.0,4.0,0.793,0.6708
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,7,0.572,"[0.505, 0.25, 0.1]",0.212,5.0,4.0,5.0,4.0,5.0,0.816,0.9446
C_gpt4o_claude_T4_rep02,C,gpt4o_claude,heterogeneous,claude,B,8,0.727,"[0.571, 0.375, 0.25]",0.353,5.0,4.0,4.0,4.0,4.0,0.988,0.8944
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,1,0.877,"[0.359, 0.625, 0.5]",0.219,3.0,1.0,4.0,0.0,0.0,0.812,1.0525
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,2,0.988,"[0.15, 0.625, 0.75]",0.192,2.0,1.0,2.0,2.0,2.0,0.725,0.6708
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,3,0.88,"[0.1, 0.75, 0.45]",0.176,4.0,1.0,1.0,2.0,4.0,0.547,1.1119
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,4,0.837,"[0.519, 0.625, 0.2]",0.138,4.0,1.0,2.0,3.0,5.0,0.976,1.4613
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,5,0.985,"[0.517, 0.375, 0.75]",0.172,4.0,1.0,4.0,2.0,2.0,0.594,0.9446
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,6,0.777,"[0.1, 0.625, 0.45]",0.167,2.0,1.0,2.0,2.0,4.0,0.757,1.1178
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,7,0.723,"[0.1, 0.625, 0.35]",0.235,4.0,1.0,2.0,3.0,4.0,0.728,1.3038
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,gpt4o,A,8,0.924,"[0.511, 0.625, 0.45]",0.257,4.0,1.0,2.0,2.0,4.0,0.834,1.5791
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,1,0.689,"[0.291, 0.375, 0.5]",0.333,4.0,3.0,4.0,0.0,0.0,0.812,1.0525
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,2,0.713,"[0.504, 0.438, 0.25]",0.341,4.0,2.0,4.0,4.0,4.0,0.725,0.6708
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,3,0.427,"[0.15, 0.312, 0.25]",0.405,5.0,3.0,4.0,4.0,4.0,0.547,1.1119
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,4,0.813,"[0.516, 0.438, 0.45]",0.438,5.0,2.0,4.0,2.0,4.0,0.976,1.4613
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,5,0.579,"[0.513, 0.25, 0.1]",0.412,5.0,4.0,4.0,4.0,5.0,0.594,0.9446
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,6,0.534,"[0.15, 0.375, 0.35]",0.429,4.0,2.0,5.0,3.0,4.0,0.757,1.1178
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,7,0.451,"[0.15, 0.375, 0.2]",0.486,5.0,2.0,4.0,3.0,5.0,0.728,1.3038
C_gpt4o_claude_T4_rep03,C,gpt4o_claude,heterogeneous,claude,B,8,0.758,"[0.541, 0.438, 0.3]",0.568,5.0,1.0,4.0,2.0,5.0,0.834,1.5791
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,1,0.741,"[0.221, 0.5, 0.5]",0.192,4.0,2.0,4.0,0.0,0.0,0.974,1.1547
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,2,0.914,"[0.15, 0.5, 0.75]",0.276,3.0,2.0,3.0,2.0,2.0,0.795,0.721
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,3,0.487,"[0.15, 0.438, 0.15]",0.273,4.0,1.0,4.0,5.0,4.0,0.867,1.1766
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,4,0.746,"[0.595, 0.375, 0.25]",0.462,4.0,1.0,4.0,4.0,4.0,0.999,1.0892
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,5,0.778,"[0.585, 0.375, 0.35]",0.292,4.0,1.0,4.0,3.0,4.0,0.907,0.9258
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,6,0.771,"[0.502, 0.375, 0.45]",0.296,4.0,1.0,4.0,2.0,4.0,0.962,1.359
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,7,0.88,"[0.523, 0.375, 0.6]",0.25,4.0,1.0,4.0,2.0,3.0,0.849,1.4102
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,gpt4o,A,8,0.827,"[0.584, 0.375, 0.45]",0.417,4.0,1.0,4.0,2.0,4.0,0.813,1.3194
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,1,0.767,"[0.297, 0.5, 0.5]",0.345,4.0,2.0,4.0,0.0,0.0,0.974,1.1547
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,2,0.709,"[0.547, 0.375, 0.25]",0.25,4.0,2.0,4.0,4.0,4.0,0.795,0.721
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,3,0.354,"[0.15, 0.25, 0.2]",0.302,5.0,4.0,4.0,3.0,5.0,0.867,1.1766
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,4,0.747,"[0.614, 0.375, 0.2]",0.529,5.0,4.0,4.0,3.0,5.0,0.999,1.0892
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,5,0.685,"[0.565, 0.375, 0.1]",0.4,5.0,4.0,4.0,4.0,5.0,0.907,0.9258
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,6,0.733,"[0.506, 0.438, 0.3]",0.389,5.0,3.0,4.0,2.0,5.0,0.962,1.359
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,7,0.729,"[0.5, 0.438, 0.3]",0.389,5.0,2.0,4.0,2.0,5.0,0.849,1.4102
C_gpt4o_claude_T4_rep04,C,gpt4o_claude,heterogeneous,claude,B,8,0.64,"[0.509, 0.375, 0.1]",0.371,5.0,2.0,4.0,4.0,5.0,0.813,1.3194
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,1,0.854,"[0.298, 0.625, 0.5]",0.346,4.0,1.0,4.0,0.0,0.0,0.9,1.4434
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,2,0.75,"[0.1, 0.5, 0.55]",0.25,2.0,1.0,3.0,4.0,2.0,0.88,0.5701
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,3,0.491,"[0.1, 0.375, 0.3]",0.464,4.0,1.0,4.0,2.0,5.0,0.984,1.0452
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,4,0.964,"[0.732, 0.438, 0.45]",0.0,4.0,2.0,3.0,2.0,4.0,0.69,0.7738
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,5,0.63,"[0.05, 0.438, 0.45]",0.536,1.0,1.0,4.0,2.0,4.0,0.924,1.2055
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,6,0.668,"[0.05, 0.375, 0.55]",0.231,4.0,1.0,4.0,4.0,2.0,0.692,0.9809
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,7,0.801,"[0.585, 0.312, 0.45]",0.062,4.0,2.0,4.0,2.0,4.0,0.673,0.966
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,gpt4o,A,8,0.713,"[0.552, 0.375, 0.25]",0.167,4.0,2.0,4.0,4.0,4.0,0.868,0.721
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,1,0.754,"[0.262, 0.5, 0.5]",0.273,4.0,2.0,4.0,0.0,0.0,0.9,1.4434
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,2,0.63,"[0.521, 0.25, 0.25]",0.316,4.0,4.0,4.0,4.0,4.0,0.88,0.5701
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,3,0.475,"[0.15, 0.375, 0.25]",0.379,5.0,4.0,4.0,4.0,4.0,0.984,1.0452
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,4,0.654,"[0.527, 0.375, 0.1]",0.433,5.0,4.0,4.0,4.0,5.0,0.69,0.7738
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,5,0.706,"[0.533, 0.438, 0.15]",0.5,5.0,5.0,3.0,5.0,4.0,0.924,1.2055
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,6,0.36,"[0.15, 0.312, 0.1]",0.286,4.0,4.0,5.0,4.0,5.0,0.692,0.9809
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,7,0.474,"[0.15, 0.438, 0.1]",0.289,5.0,3.0,4.0,4.0,5.0,0.673,0.966
C_gpt4o_claude_T4_rep05,C,gpt4o_claude,heterogeneous,claude,B,8,0.581,"[0.541, 0.188, 0.1]",0.206,5.0,4.0,5.0,4.0,5.0,0.868,0.721
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.845,"[0.271, 0.625, 0.5]",0.042,3.0,1.0,4.0,0.0,0.0,0.967,1.5275
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,2,0.723,"[0.15, 0.375, 0.6]",0.31,4.0,1.0,4.0,2.0,3.0,0.882,1.359
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,3,0.673,"[0.1, 0.375, 0.55]",0.345,2.0,1.0,4.0,1.0,4.0,0.752,1.4102
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,4,0.715,"[0.1, 0.375, 0.6]",0.37,4.0,1.0,4.0,2.0,3.0,0.879,1.3227
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,5,0.594,"[0.1, 0.375, 0.45]",0.29,2.0,1.0,4.0,2.0,4.0,0.75,1.3416
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,6,0.594,"[0.1, 0.375, 0.45]",0.281,4.0,1.0,4.0,2.0,4.0,0.494,0.9809
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,7,1.009,"[0.562, 0.375, 0.75]",0.156,4.0,1.0,4.0,2.0,2.0,0.791,1.4291
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,A,8,0.988,"[0.522, 0.375, 0.75]",0.111,4.0,1.0,4.0,2.0,2.0,0.976,1.4291
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.878,"[0.361, 0.625, 0.5]",0.222,3.0,1.0,4.0,0.0,0.0,0.967,1.5275
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,2,0.605,"[0.15, 0.375, 0.45]",0.29,4.0,1.0,4.0,2.0,4.0,0.882,1.359
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,3,0.921,"[0.59, 0.375, 0.6]",0.469,4.0,1.0,4.0,2.0,3.0,0.752,1.4102
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,4,0.594,"[0.1, 0.375, 0.45]",0.393,2.0,1.0,4.0,2.0,4.0,0.879,1.3227
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,5,0.844,"[0.1, 0.375, 0.75]",0.367,4.0,1.0,4.0,2.0,2.0,0.75,1.3416
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,6,1.1,"[0.1, 0.625, 0.9]",0.212,2.0,1.0,2.0,2.0,1.0,0.494,0.9809
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,7,0.8,"[0.1, 0.375, 0.7]",0.182,4.0,1.0,4.0,1.0,3.0,0.791,1.4291
C_gpt4o_gpt4o_T4_rep01,C,gpt4o_gpt4o,homogeneous,gpt4o,B,8,0.964,"[0.547, 0.375, 0.7]",0.088,4.0,1.0,4.0,1.0,3.0,0.976,1.4291
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.84,"[0.255, 0.625, 0.5]",0.259,4.0,1.0,4.0,0.0,0.0,0.982,1.7321
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,2,0.955,"[0.55, 0.5, 0.6]",0.36,4.0,1.0,3.0,2.0,3.0,0.639,1.2409
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,3,0.81,"[0.559, 0.375, 0.45]",0.242,4.0,1.0,4.0,2.0,4.0,0.905,1.359
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,4,1.101,"[0.512, 0.375, 0.9]",0.267,4.0,1.0,4.0,2.0,1.0,0.97,1.5166
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,5,0.907,"[0.1, 0.5, 0.75]",0.111,2.0,1.0,3.0,2.0,2.0,0.974,1.0243
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,6,0.844,"[0.1, 0.375, 0.75]",0.088,4.0,1.0,4.0,2.0,2.0,0.732,1.2185
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,7,0.961,"[0.513, 0.312, 0.75]",0.061,4.0,2.0,4.0,2.0,2.0,0.977,1.2185
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,A,8,1.01,"[0.515, 0.438, 0.75]",0.091,4.0,1.0,4.0,2.0,2.0,0.9,1.2185
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.822,"[0.188, 0.625, 0.5]",0.125,4.0,1.0,4.0,0.0,0.0,0.982,1.7321
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,2,0.594,"[0.1, 0.375, 0.45]",0.353,2.0,1.0,4.0,2.0,4.0,0.639,1.2409
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,3,0.715,"[0.1, 0.375, 0.6]",0.323,4.0,1.0,4.0,2.0,3.0,0.905,1.359
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,4,1.131,"[0.574, 0.375, 0.9]",0.176,4.0,1.0,4.0,2.0,1.0,0.97,1.5166
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,5,0.933,"[0.527, 0.625, 0.45]",0.121,4.0,1.0,2.0,2.0,4.0,0.974,1.0243
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,6,1.112,"[0.532, 0.625, 0.75]",0.057,4.0,1.0,2.0,2.0,2.0,0.732,1.2185
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,7,0.984,"[0.515, 0.375, 0.75]",0.088,4.0,1.0,4.0,2.0,2.0,0.977,1.2185
C_gpt4o_gpt4o_T4_rep02,C,gpt4o_gpt4o,homogeneous,gpt4o,B,8,1.11,"[0.529, 0.625, 0.75]",0.03,4.0,1.0,2.0,2.0,2.0,0.9,1.2185
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.923,"[0.459, 0.625, 0.5]",0.167,2.0,1.0,4.0,0.0,0.0,0.934,1.5275
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,2,0.826,"[0.15, 0.312, 0.75]",0.2,3.0,2.0,4.0,2.0,2.0,0.779,1.118
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,3,0.646,"[0.15, 0.438, 0.45]",0.25,2.0,1.0,4.0,2.0,4.0,0.66,1.2185
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,4,0.979,"[0.604, 0.625, 0.45]",0.042,2.0,1.0,2.0,2.0,4.0,0.962,1.0954
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,5,1.097,"[0.5, 0.625, 0.75]",0.043,2.0,1.0,2.0,2.0,2.0,0.908,0.4472
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,6,1.213,"[0.521, 0.625, 0.9]",0.0,2.0,1.0,2.0,2.0,1.0,0.884,0.8862
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,7,0.988,"[0.15, 0.625, 0.75]",0.067,1.0,1.0,2.0,2.0,2.0,0.926,0.5477
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,A,8,1.105,"[0.518, 0.625, 0.75]",0.031,1.0,1.0,2.0,2.0,2.0,0.924,0.721
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.857,"[0.307, 0.625, 0.5]",0.114,3.0,1.0,4.0,0.0,0.0,0.934,1.5275
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,2,0.605,"[0.15, 0.375, 0.45]",0.231,2.0,1.0,4.0,2.0,4.0,0.779,1.118
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,3,0.986,"[0.519, 0.375, 0.75]",0.192,2.0,1.0,4.0,2.0,2.0,0.66,1.2185
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,4,1.017,"[0.575, 0.375, 0.75]",0.042,2.0,1.0,4.0,2.0,2.0,0.962,1.0954
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,5,1.189,"[0.15, 0.625, 1.0]",0.037,1.0,1.0,2.0,1.0,1.0,0.908,0.4472
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,6,1.097,"[0.05, 0.625, 0.9]",0.032,4.0,1.0,2.0,2.0,1.0,0.884,0.8862
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,7,1.062,"[0.05, 0.562, 0.9]",0.031,1.0,2.0,2.0,2.0,1.0,0.926,0.5477
C_gpt4o_gpt4o_T4_rep03,C,gpt4o_gpt4o,homogeneous,gpt4o,B,8,1.181,"[0.519, 0.562, 0.9]",0.069,1.0,1.0,3.0,2.0,1.0,0.924,0.721
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,1,0.889,"[0.388, 0.625, 0.5]",0.276,3.0,1.0,4.0,0.0,0.0,0.94,1.6298
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,2,1.106,"[0.15, 0.625, 0.9]",0.3,4.0,1.0,2.0,2.0,1.0,0.981,1.1601
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,3,0.78,"[0.515, 0.375, 0.45]",0.269,4.0,1.0,4.0,2.0,4.0,0.711,1.5287
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,4,1.002,"[0.548, 0.375, 0.75]",0.172,4.0,1.0,4.0,2.0,2.0,0.592,1.3779
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,5,0.594,"[0.1, 0.375, 0.45]",0.065,2.0,1.0,4.0,2.0,4.0,0.75,1.2185
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,6,0.852,"[0.15, 0.375, 0.75]",0.182,1.0,1.0,4.0,2.0,2.0,0.872,1.3706
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,7,0.941,"[0.15, 0.375, 0.85]",0.097,2.0,1.0,4.0,1.0,2.0,0.904,1.2832
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,A,8,0.978,"[0.503, 0.375, 0.75]",0.091,2.0,1.0,4.0,2.0,2.0,0.987,1.2185
C_gpt4o_gpt4o_T4_rep04,C,gpt4o_gpt4o,homogeneous,gpt4o,B,1,0.829,"[0.214, 0.625, 0.5]",0.179,4.0,1.0,4.0,0.0,0.0,0.94,1.6298
