trial_id,model,condition,topic,gamma1,gamma2,gamma3,gamma_norm_initial,gamma_norm_revised,delta_gamma,hedge_count_initial,hedge_count_revised,sycophancy_count_initial,position_depth_initial,position_depth_revised,self_ref_depth_initial,self_ref_depth_revised,revision_genuineness,persistence,hypothesis_diversity,structural_direction,op1_equilibrium,op2_attention,op3_modelling,op4_exit,op5_kenotic_loop,op6_resonance,op7_coherence,op8_teleology
trial_250,gemini,C2,T3,0.555,0.5,0.0,0.283,0.061,-0.222,,,0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,0.283,0.0,5.0,0.061,4.0,0.0,0.7071,5.0
trial_251,gemini,C2,T3,0.504,0.312,0.55,0.263,0.112,-0.151,,,0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,0.263,0.0,5.0,0.112,5.0,0.0,0.927,4.0
trial_252,gemini,C2,T3,0.15,0.375,0.1,0.311,0.172,-0.139,,,0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.311,0.0,4.0,0.172,4.0,0.0,0.433,4.0
trial_253,gemini,C2,T3,0.0,0.5,0.0,0.45,0.2,-0.25,,,0,1.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,0.45,0.0,1.0,0.2,4.0,0.0,1.4087,5.0
trial_254,gemini,C2,T3,0.523,0.312,0.15,0.283,0.074,-0.209,,,0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,0.283,0.0,5.0,0.074,5.0,0.0,0.5,5.0
trial_255,gemini,C3,T3,0.15,0.312,0.1,0.3,0.112,-0.188,,,0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,0.3,0.0,4.0,0.112,5.0,0.0,0.4841,4.0
trial_256,gemini,C3,T3,0.15,0.312,0.0,0.32,0.058,-0.262,,,0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,0.32,0.0,4.0,0.058,5.0,0.0,0.5,5.0
trial_257,gemini,C3,T3,0.15,0.375,0.0,0.357,0.064,-0.293,,,0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.357,0.0,4.0,0.064,4.0,0.0,0.5,5.0
trial_258,gemini,C3,T3,0.15,0.375,0.0,0.321,0.05,-0.271,,,0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.321,0.0,4.0,0.05,4.0,0.0,0.5,5.0
trial_259,gemini,C3,T3,0.15,0.312,0.1,0.367,0.1,-0.267,,,0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,0.367,0.0,4.0,0.1,5.0,0.0,0.4841,4.0
trial_260,gemini,C0,T4,0.535,0.438,0.4,0.414,0.45,0.036,,,0,4.0,4.0,2.0,1.0,1.0,5.0,4.0,5.0,0.414,0.0,4.0,0.45,1.0,0.0,1.5612,1.0
trial_261,gemini,C0,T4,0.5,0.438,0.1,0.45,0.25,-0.2,,,0,4.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,0.45,0.0,4.0,0.25,2.0,0.0,1.3229,4.0
trial_262,gemini,C0,T4,0.522,0.375,0.3,0.465,0.474,0.009,,,0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,5.0,0.465,0.0,4.0,0.474,1.0,0.0,1.4524,2.0
trial_263,gemini,C0,T4,0.531,0.375,0.1,0.47,0.307,-0.163,,,0,4.0,4.0,1.0,1.0,4.0,5.0,4.0,5.0,0.47,0.0,4.0,0.307,1.0,0.0,1.5,4.0
trial_264,gemini,C0,T4,0.5,0.375,0.1,0.45,0.35,-0.1,,,0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,0.45,0.0,4.0,0.35,1.0,0.0,1.4087,4.0
trial_265,gemini,C1,T4,0.5,0.25,0.1,0.45,0.25,-0.2,,,0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,0.45,0.0,4.0,0.25,3.0,0.0,1.111,4.0
trial_266,gemini,C1,T4,0.5,0.438,0.0,0.45,0.2,-0.25,,,0,4.0,4.0,1.0,2.0,5.0,5.0,3.0,5.0,0.45,0.0,4.0,0.2,2.0,0.0,1.4087,5.0
trial_267,gemini,C1,T4,0.5,0.188,0.15,0.45,0.15,-0.3,,,0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,0.45,0.0,4.0,0.15,4.0,0.0,1.0897,5.0
trial_268,gemini,C1,T4,0.56,0.375,0.25,0.474,0.2,-0.274,,,0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,4.0,0.474,0.0,4.0,0.2,3.0,0.0,1.118,4.0
trial_269,gemini,C1,T4,0.5,0.25,0.0,0.45,0.2,-0.25,,,0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,5.0,0.45,0.0,4.0,0.2,3.0,0.0,1.199,5.0
trial_270,gemini,C2,T4,0.541,0.438,0.25,0.45,0.217,-0.233,,,0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,0.45,0.0,4.0,0.217,4.0,0.0,1.111,4.0
trial_271,gemini,C2,T4,0.548,0.188,0.25,0.458,0.228,-0.23,,,0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,0.458,0.0,4.0,0.228,4.0,0.0,0.9922,4.0
trial_272,gemini,C2,T4,0.512,0.188,0.1,0.462,0.217,-0.245,,,0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,0.462,0.0,4.0,0.217,4.0,0.0,1.0897,4.0
trial_273,gemini,C2,T4,0.15,0.188,0.15,0.45,0.119,-0.331,,,0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,0.45,0.0,4.0,0.119,4.0,0.0,1.1659,5.0
trial_274,gemini,C2,T4,0.501,0.312,0.0,0.358,0.208,-0.15,,,0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,0.358,0.0,4.0,0.208,4.0,0.0,0.7071,5.0
trial_275,gemini,C3,T4,0.15,0.5,0.0,0.41,0.05,-0.36,,,0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,0.41,0.0,4.0,0.05,4.0,0.0,1.2247,5.0
trial_276,gemini,C3,T4,0.15,0.438,0.1,0.45,0.1,-0.35,,,0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,0.45,0.0,4.0,0.1,4.0,0.0,1.3919,4.0
trial_277,gemini,C3,T4,0.5,0.438,0.1,0.45,0.15,-0.3,,,0,4.0,4.0,1.0,4.0,4.0,5.0,2.0,5.0,0.45,0.0,4.0,0.15,4.0,0.0,1.317,4.0
trial_278,gemini,C3,T4,0.5,0.438,0.0,0.45,0.15,-0.3,,,0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,5.0,0.45,0.0,4.0,0.15,4.0,0.0,1.317,5.0
trial_279,gemini,C3,T4,0.15,0.438,0.1,0.468,0.1,-0.368,,,0,4.0,5.0,1.0,4.0,4.0,5.0,2.0,5.0,0.468,0.0,4.0,0.1,4.0,0.0,1.3919,4.0
trial_280,gemini,C0,T5,0.15,0.5,0.4,0.464,0.35,-0.114,,,0,4.0,5.0,1.0,3.0,4.0,1.0,2.0,3.0,0.464,0.0,4.0,0.35,3.0,0.0,1.3636,4.0
trial_281,gemini,C0,T5,0.15,0.562,0.25,0.4,0.25,-0.15,,,0,5.0,4.0,1.0,2.0,4.0,5.0,2.0,4.0,0.4,0.0,5.0,0.25,2.0,0.0,1.4087,4.0
trial_282,gemini,C0,T5,0.541,0.625,0.45,0.417,0.5,0.083,,,0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,0.417,0.0,5.0,0.5,1.0,0.0,1.5612,2.0
trial_283,gemini,C0,T5,0.15,0.375,0.25,0.45,0.3,-0.15,,,0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,0.45,0.0,4.0,0.3,1.0,0.0,1.4087,4.0
trial_284,gemini,C0,T5,0.552,0.562,0.7,0.483,0.412,-0.071,,,0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,0.483,0.0,4.0,0.412,2.0,0.0,1.2247,4.0
trial_285,gemini,C1,T5,0.5,0.75,0.7,0.35,0.4,0.05,,,0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,0.35,0.0,5.0,0.4,2.0,0.0,1.6536,4.0
trial_286,gemini,C1,T5,0.0,0.75,0.9,0.4,0.7,0.3,,,0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.4,0.0,5.0,0.7,1.0,0.0,1.299,2.0
trial_287,gemini,C1,T5,0.521,0.688,0.4,0.4,0.259,-0.141,,,0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,3.0,0.4,0.0,5.0,0.259,2.0,0.0,1.536,4.0
trial_288,gemini,C1,T5,0.15,0.75,0.7,0.45,0.45,0.0,,,0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,0.45,0.0,4.0,0.45,1.0,0.0,1.6394,4.0
trial_289,gemini,C1,T5,0.5,0.75,0.55,0.45,0.45,0.0,,,0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,2.0,0.45,0.0,4.0,0.45,1.0,0.0,1.317,4.0
trial_290,gemini,C2,T5,0.56,0.188,0.6,0.45,0.274,-0.176,,,0,4.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,0.45,0.0,4.0,0.274,4.0,0.0,1.4524,5.0
trial_291,gemini,C2,T5,0.532,0.188,0.0,0.41,0.223,-0.187,,,0,5.0,5.0,1.0,4.0,5.0,2.0,4.0,5.0,0.41,0.0,5.0,0.223,4.0,0.0,1.4524,5.0
trial_292,gemini,C2,T5,0.15,0.125,0.45,0.4,0.267,-0.133,,,0,5.0,4.0,1.0,5.0,5.0,1.0,4.0,2.0,0.4,0.0,5.0,0.267,5.0,0.0,1.6536,5.0
trial_293,gemini,C2,T5,0.15,0.188,0.0,0.4,0.331,-0.069,,,0,5.0,4.0,1.0,4.0,5.0,1.0,4.0,5.0,0.4,0.0,5.0,0.331,4.0,0.0,1.5762,5.0
trial_294,gemini,C2,T5,0.15,0.188,0.45,0.4,0.281,-0.119,,,0,5.0,4.0,1.0,4.0,5.0,2.0,4.0,2.0,0.4,0.0,5.0,0.281,4.0,0.0,1.4087,5.0
trial_295,gemini,C3,T5,0.5,0.688,0.7,0.25,0.35,0.1,,,0,5.0,5.0,4.0,3.0,4.0,1.0,2.0,1.0,0.25,0.0,5.0,0.35,3.0,0.0,1.536,4.0
trial_296,gemini,C3,T5,0.15,0.562,0.55,0.45,0.25,-0.2,,,0,4.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,0.45,0.0,4.0,0.25,4.0,0.0,1.4524,4.0
trial_297,gemini,C3,T5,0.552,0.438,0.15,0.4,0.271,-0.129,,,0,5.0,5.0,1.0,4.0,5.0,1.0,2.0,4.0,0.4,0.0,5.0,0.271,4.0,0.0,1.6536,5.0
trial_298,gemini,C3,T5,0.5,0.5,0.25,0.4,0.2,-0.2,,,0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,0.4,0.0,4.0,0.2,4.0,0.0,0.866,4.0
trial_299,gemini,C3,T5,0.15,0.562,0.4,0.45,0.15,-0.3,,,0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,3.0,0.45,0.0,4.0,0.15,4.0,0.0,1.3919,4.0
trial_300,gpt4o,C0,T1,0.562,0.562,0.25,0.45,0.325,-0.125,,,0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0.45,0.0,4.0,0.325,2.0,0.0,1.1659,4.0
trial_301,gpt4o,C0,T1,0.5,0.562,0.7,0.45,0.45,0.0,,,0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,0.45,0.0,4.0,0.45,2.0,0.0,1.317,4.0
trial_302,gpt4o,C0,T1,0.604,0.438,0.55,0.5,0.308,-0.192,,,0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,0.5,0.0,4.0,0.308,4.0,0.0,1.1659,4.0
trial_303,gpt4o,C0,T1,0.666,0.562,0.35,0.517,0.25,-0.267,,,0,4.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,0.517,0.0,4.0,0.25,4.0,0.0,1.2686,3.0
trial_304,gpt4o,C0,T1,0.621,0.5,0.45,0.517,0.368,-0.149,,,0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,0.517,0.0,4.0,0.368,3.0,0.0,1.118,2.0
trial_305,gpt4o,C1,T1,0.834,0.562,0.9,0.45,0.683,0.233,,,0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.45,0.0,4.0,0.683,2.0,0.0,1.1659,2.0
trial_306,gpt4o,C1,T1,0.625,0.625,0.8,0.45,0.6,0.15,,,0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,0.45,0.0,4.0,0.6,1.0,0.0,1.2686,3.0
trial_307,gpt4o,C1,T1,0.625,0.812,0.9,0.4,0.65,0.25,,,0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.4,0.0,4.0,0.65,1.0,0.0,1.2247,2.0
trial_308,gpt4o,C1,T1,0.834,0.688,0.8,0.4,0.683,0.283,,,0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,0.4,0.0,4.0,0.683,1.0,0.0,1.199,3.0
trial_309,gpt4o,C1,T1,0.625,0.75,0.8,0.45,0.6,0.15,,,0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0.45,0.0,4.0,0.6,1.0,0.0,1.3229,3.0
trial_310,gpt4o,C2,T1,0.5,0.438,0.65,0.45,0.4,-0.05,,,0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,0.45,0.0,4.0,0.4,4.0,0.0,1.2183,3.0
trial_311,gpt4o,C2,T1,0.666,0.812,0.75,0.467,0.55,0.083,,,0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,0.467,0.0,4.0,0.55,1.0,0.0,1.0897,2.0
trial_312,gpt4o,C2,T1,0.5,0.625,0.75,0.4,0.45,0.05,,,0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,0.4,0.0,4.0,0.45,4.0,0.0,1.2247,2.0
trial_313,gpt4o,C2,T1,0.5,0.75,0.75,0.4,0.5,0.1,,,0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,0.4,0.0,4.0,0.5,2.0,0.0,0.9922,2.0
trial_314,gpt4o,C2,T1,0.5,0.688,0.9,0.45,0.55,0.1,,,0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.45,0.0,4.0,0.55,2.0,0.0,1.2247,2.0
trial_315,gpt4o,C3,T1,0.5,0.688,0.45,0.45,0.4,-0.05,,,0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,0.45,0.0,4.0,0.4,2.0,0.0,1.299,2.0
trial_316,gpt4o,C3,T1,0.5,0.562,0.45,0.45,0.3,-0.15,,,0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,0.45,0.0,4.0,0.3,4.0,0.0,1.3229,2.0
trial_317,gpt4o,C3,T1,0.625,0.562,0.45,0.45,0.45,0.0,,,0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,0.45,0.0,4.0,0.45,4.0,0.0,1.299,2.0
trial_318,gpt4o,C3,T1,0.5,0.562,0.45,0.45,0.3,-0.15,,,0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,0.45,0.0,4.0,0.3,4.0,0.0,1.3229,2.0
trial_319,gpt4o,C3,T1,0.5,0.562,0.45,0.45,0.4,-0.05,,,0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,0.45,0.0,4.0,0.4,4.0,0.0,1.299,2.0
trial_320,gpt4o,C0,T2,0.1,0.375,0.75,0.581,0.582,0.001,,,0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,0.581,0.0,2.0,0.582,1.0,0.0,1.0897,2.0
trial_321,gpt4o,C0,T2,0.15,0.375,0.45,0.56,0.572,0.012,,,0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,4.0,0.56,0.0,3.0,0.572,1.0,0.0,1.199,2.0
trial_322,gpt4o,C0,T2,0.15,0.5,0.65,0.548,0.569,0.021,,,0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,0.548,0.0,3.0,0.569,1.0,0.0,0.9922,3.0
trial_323,gpt4o,C0,T2,0.15,0.625,0.75,0.546,0.61,0.064,,,0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.546,0.0,3.0,0.61,1.0,0.0,0.927,2.0
trial_324,gpt4o,C0,T2,0.15,0.5,0.6,0.533,0.607,0.074,,,0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,0.533,0.0,3.0,0.607,1.0,0.0,0.9922,2.0
trial_325,gpt4o,C1,T2,0.15,0.5,0.7,0.564,0.49,-0.074,,,0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,0.564,0.0,3.0,0.49,1.0,0.0,1.2183,4.0
trial_326,gpt4o,C1,T2,0.15,0.5,0.75,0.572,0.562,-0.01,,,0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,0.572,0.0,3.0,0.562,1.0,0.0,0.9682,2.0
trial_327,gpt4o,C1,T2,0.15,0.562,0.55,0.493,0.467,-0.026,,,0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,0.493,0.0,4.0,0.467,2.0,0.0,1.0,4.0
trial_328,gpt4o,C1,T2,0.518,0.438,0.55,0.481,0.424,-0.057,,,0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,0.481,0.0,4.0,0.424,2.0,0.0,1.0897,4.0
trial_329,gpt4o,C1,T2,0.15,0.625,0.55,0.55,0.503,-0.047,,,0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,0.55,0.0,3.0,0.503,1.0,0.0,1.111,4.0
trial_330,gpt4o,C2,T2,0.1,0.312,0.55,0.517,0.54,0.023,,,0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,0.517,0.0,4.0,0.54,2.0,0.0,1.111,4.0
trial_331,gpt4o,C2,T2,0.535,0.375,0.55,0.571,0.585,0.014,,,0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,0.571,0.0,2.0,0.585,1.0,0.0,1.0897,4.0
trial_332,gpt4o,C2,T2,0.15,0.375,0.45,0.554,0.521,-0.033,,,0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,0.554,0.0,3.0,0.521,1.0,0.0,1.3229,5.0
trial_333,gpt4o,C2,T2,0.15,0.375,0.75,0.52,0.6,0.08,,,0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,0.52,0.0,4.0,0.6,1.0,0.0,1.111,2.0
trial_334,gpt4o,C2,T2,0.1,0.312,0.75,0.507,0.612,0.105,,,0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,0.507,0.0,4.0,0.612,2.0,0.0,0.9922,2.0
trial_335,gpt4o,C3,T2,0.15,0.438,0.75,0.476,0.46,-0.016,,,0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,0.476,0.0,4.0,0.46,2.0,0.0,0.9922,2.0
trial_336,gpt4o,C3,T2,0.15,0.438,0.7,0.54,0.31,-0.23,,,0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,0.54,0.0,3.0,0.31,4.0,0.0,1.2183,4.0
trial_337,gpt4o,C3,T2,0.15,0.312,0.45,0.54,0.359,-0.181,,,0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,0.54,0.0,3.0,0.359,4.0,0.0,1.0533,2.0
trial_338,gpt4o,C3,T2,0.15,0.438,0.25,0.561,0.392,-0.169,,,0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,0.561,0.0,3.0,0.392,2.0,0.0,1.0,4.0
trial_339,gpt4o,C3,T2,0.15,0.438,0.25,0.556,0.27,-0.286,,,0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,0.556,0.0,3.0,0.27,4.0,0.0,1.0897,4.0
trial_340,gpt4o,C0,T3,0.555,0.688,0.45,0.372,0.344,-0.028,,,0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,0.372,0.0,4.0,0.344,4.0,0.0,1.0897,2.0
trial_341,gpt4o,C0,T3,0.525,0.75,0.45,0.34,0.35,0.01,,,0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,0.34,0.0,4.0,0.35,4.0,0.0,1.111,2.0
trial_342,gpt4o,C0,T3,0.05,0.75,0.75,0.52,0.422,-0.098,,,0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.52,0.0,1.0,0.422,3.0,0.0,0.9922,2.0
trial_343,gpt4o,C0,T3,0.556,0.625,0.65,0.336,0.359,0.023,,,0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0.336,0.0,4.0,0.359,4.0,0.0,0.8292,3.0
trial_344,gpt4o,C0,T3,0.511,0.688,0.35,0.34,0.344,0.004,,,0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,0.34,0.0,4.0,0.344,3.0,0.0,0.7071,3.0
trial_345,gpt4o,C1,T3,0.15,0.5,0.25,0.422,0.267,-0.155,,,0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,0.422,0.0,4.0,0.267,4.0,0.0,0.857,4.0
trial_346,gpt4o,C1,T3,0.05,0.625,0.4,0.517,0.34,-0.177,,,0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,0.517,0.0,1.0,0.34,4.0,0.0,1.118,4.0
trial_347,gpt4o,C1,T3,0.55,0.5,0.15,0.44,0.17,-0.27,,,0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,0.44,0.0,4.0,0.17,4.0,0.0,0.9922,5.0
trial_348,gpt4o,C1,T3,0.509,0.5,0.25,0.436,0.24,-0.196,,,0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,0.436,0.0,4.0,0.24,4.0,0.0,0.866,4.0
trial_349,gpt4o,C1,T3,0.558,0.5,0.25,0.44,0.217,-0.223,,,0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,0.44,0.0,4.0,0.217,4.0,0.0,0.866,4.0
trial_350,gpt4o,C2,T3,0.6,0.875,0.55,0.41,0.6,0.19,,,0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,0.41,0.0,4.0,0.6,1.0,0.0,1.3919,1.0
trial_351,gpt4o,C2,T3,0.5,0.875,0.45,0.35,0.4,0.05,,,0,4.0,4.0,3.0,1.0,5.0,2.0,1.0,2.0,0.35,0.0,4.0,0.4,1.0,0.0,1.3919,5.0
trial_352,gpt4o,C2,T3,0.666,0.875,0.75,0.467,0.6,0.133,,,0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,0.467,0.0,2.0,0.6,2.0,0.0,0.7806,2.0
trial_353,gpt4o,C2,T3,0.778,0.812,0.55,0.611,0.6,-0.011,,,0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,0.611,0.0,1.0,0.6,2.0,0.0,1.2686,1.0
trial_354,gpt4o,C2,T3,0.53,0.75,0.15,0.455,0.317,-0.138,,,0,4.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,0.455,0.0,4.0,0.317,2.0,0.0,1.299,5.0
trial_355,gpt4o,C3,T3,0.516,0.562,0.4,0.39,0.233,-0.157,,,0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,0.39,0.0,4.0,0.233,4.0,0.0,0.7071,4.0
trial_356,gpt4o,C3,T3,0.1,0.75,0.25,0.45,0.233,-0.217,,,0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,0.45,0.0,2.0,0.233,4.0,0.0,1.111,4.0
trial_357,gpt4o,C3,T3,0.794,0.688,0.25,0.372,0.34,-0.032,,,0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,0.372,0.0,4.0,0.34,4.0,0.0,1.0,4.0
trial_358,gpt4o,C3,T3,0.575,0.562,0.4,0.43,0.25,-0.18,,,0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,0.43,0.0,4.0,0.25,4.0,0.0,0.7071,4.0
trial_359,gpt4o,C3,T3,0.15,0.625,0.25,0.34,0.283,-0.057,,,0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,0.34,0.0,4.0,0.283,4.0,0.0,0.696,4.0
trial_360,gpt4o,C0,T4,0.509,0.375,0.35,0.5,0.446,-0.054,,,0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,0.5,0.0,4.0,0.446,1.0,0.0,1.2686,3.0
trial_361,gpt4o,C0,T4,0.15,0.375,0.45,0.527,0.506,-0.021,,,0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,0.527,0.0,3.0,0.506,1.0,0.0,1.2686,2.0
trial_362,gpt4o,C0,T4,0.1,0.375,0.45,0.486,0.572,0.086,,,0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,0.486,0.0,4.0,0.572,1.0,0.0,1.299,2.0
trial_363,gpt4o,C0,T4,0.1,0.375,0.45,0.583,0.485,-0.098,,,0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,0.583,0.0,2.0,0.485,1.0,0.0,1.299,2.0
trial_364,gpt4o,C0,T4,0.15,0.375,0.45,0.531,0.597,0.066,,,0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,0.531,0.0,3.0,0.597,1.0,0.0,1.2183,2.0
trial_365,gpt4o,C1,T4,0.15,0.375,0.45,0.575,0.52,-0.055,,,0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,0.575,0.0,2.0,0.52,1.0,0.0,1.2183,2.0
trial_366,gpt4o,C1,T4,0.569,0.5,0.35,0.459,0.336,-0.123,,,0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,0.459,0.0,4.0,0.336,3.0,0.0,1.0533,3.0
trial_367,gpt4o,C1,T4,0.05,0.375,0.45,0.644,0.524,-0.12,,,0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,0.644,0.0,1.0,0.524,1.0,0.0,1.4087,2.0
trial_368,gpt4o,C1,T4,0.1,0.5,0.25,0.593,0.442,-0.151,,,0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,0.593,0.0,2.0,0.442,1.0,0.0,1.199,4.0
trial_369,gpt4o,C1,T4,0.635,0.375,0.35,0.46,0.464,0.004,,,0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,0.46,0.0,4.0,0.464,1.0,0.0,1.2686,3.0
trial_370,gpt4o,C2,T4,0.1,0.375,0.45,0.565,0.488,-0.077,,,0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,0.565,0.0,2.0,0.488,1.0,0.0,1.299,2.0
trial_371,gpt4o,C2,T4,0.15,0.375,0.45,0.45,0.461,0.011,,,0,4.0,3.0,1.0,1.0,2.0,5.0,4.0,4.0,0.45,0.0,4.0,0.461,1.0,0.0,1.4142,2.0
trial_372,gpt4o,C2,T4,0.1,0.312,0.1,0.561,0.3,-0.261,,,0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,0.561,0.0,2.0,0.3,2.0,0.0,1.299,4.0
trial_373,gpt4o,C2,T4,0.525,0.375,0.45,0.45,0.46,0.01,,,0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,0.45,0.0,4.0,0.46,1.0,0.0,1.3229,2.0
trial_374,gpt4o,C2,T4,0.1,0.625,0.25,0.583,0.4,-0.183,,,0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0.583,0.0,2.0,0.4,1.0,0.0,1.299,4.0
